route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,trip_id_event
233-13188,JUNE25-D15CAR-2_Saturday,60233002000707-JUNE25,,1,2330500,2330200_JUNE25,61920372-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001970734-JUNE25,,1,2330600,2330197_JUNE25,61920373-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001970821-JUNE25,,1,2331100,2330197_JUNE25,61920374-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233002000817-JUNE25,,1,2330900,2330200_JUNE25,61920375-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001970757-JUNE25,,1,2330800,2330197_JUNE25,61920376-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001971103-JUNE25,,1,2331402,2330197_JUNE25,61920377-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233002001300-JUNE25,,1,2330800,2330200_JUNE25,61920378-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001892234-JUNE25,,0,2339311,2330189_JUNE25,61920379-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001841115-JUNE25,,0,2330600,2330184_JUNE25,61920380-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001970844-JUNE25,,1,2330400,2330197_JUNE25,61920381-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001971528-JUNE25,,1,2330600,2330197_JUNE25,61920382-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233002001348-JUNE25,,1,2331402,2330200_JUNE25,61920383-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001841654-JUNE25,,0,2330600,2330184_JUNE25,61920384-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001962138-JUNE25,,1,2339411,2330196_JUNE25,61920385-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001971237-JUNE25,,1,2331200,2330197_JUNE25,61920386-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233002001149-JUNE25,,1,2331000,2330200_JUNE25,61920387-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001971214-JUNE25,,1,2330500,2330197_JUNE25,61920388-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001851303-JUNE25,,0,2331000,2330185_JUNE25,61920389-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001971018-JUNE25,,1,2330800,2330197_JUNE25,61920390-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001971150-JUNE25,,1,2330300,2330197_JUNE25,61920391-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233002001324-JUNE25,,1,2331100,2330200_JUNE25,61920392-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001841028-JUNE25,,0,2331000,2330184_JUNE25,61920393-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001850908-JUNE25,,0,2330800,2330185_JUNE25,61920394-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001841004-JUNE25,,0,2330400,2330184_JUNE25,61920395-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001840942-JUNE25,,0,2331302,2330184_JUNE25,61920396-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001851351-JUNE25,,0,2330600,2330185_JUNE25,61920397-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001841315-JUNE25,,0,2330300,2330184_JUNE25,61920398-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233002000927-JUNE25,,1,2330500,2330200_JUNE25,61920399-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233002000904-JUNE25,,1,2330300,2330200_JUNE25,61920400-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001850952-JUNE25,,0,2330200,2330185_JUNE25,61920401-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001970907-JUNE25,,1,2331000,2330197_JUNE25,61920402-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001970710-JUNE25,,1,2330100,2330197_JUNE25,61920403-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001850758-JUNE25,,0,2331000,2330185_JUNE25,61920404-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233002012232-JUNE25,,1,2339211,2330201_JUNE25,61920405-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001980552-JUNE25,,1,2330800,2330198_JUNE25,61920406-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001912252-JUNE25,,0,2331100,2330191_JUNE25,61920407-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001922304-JUNE25,,0,2330600,2330192_JUNE25,61920408-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233002012430-JUNE25,,1,2339311,2330201_JUNE25,61920409-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001930510-JUNE25,,0,2330100,2330193_JUNE25,61920410-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001972153-JUNE25,,1,2331100,2330197_JUNE25,61920411-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001980515-JUNE25,,1,2330600,2330198_JUNE25,61920412-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001930420-JUNE25,,0,2330200,2330193_JUNE25,61920413-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001892439-JUNE25,,0,2339211,2330189_JUNE25,61920414-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001972106-JUNE25,,1,2339111,2330197_JUNE25,61920415-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001840607-JUNE25,,0,2330500,2330184_JUNE25,61920416-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001890456-JUNE25,,0,2330300,2330189_JUNE25,61920417-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001980424-JUNE25,,1,2330400,2330198_JUNE25,61920418-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001980453-JUNE25,,1,2330500,2330198_JUNE25,61920419-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001980535-JUNE25,,1,2330700,2330198_JUNE25,61920420-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001922639-JUNE25,,0,2339311,2330192_JUNE25,61920421-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001892338-JUNE25,,0,2339411,2330189_JUNE25,61920422-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233002012530-JUNE25,,1,2339411,2330201_JUNE25,61920423-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001922539-JUNE25,,0,2339111,2330192_JUNE25,61920424-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001922739-JUNE25,,0,2339411,2330192_JUNE25,61920425-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233002012330-JUNE25,,1,2339111,2330201_JUNE25,61920426-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001851016-JUNE25,,0,2330300,2330185_JUNE25,61920427-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001911722-JUNE25,,0,2330900,2330191_JUNE25,61920428-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233002012630-JUNE25,,1,2339211,2330201_JUNE25,61920429-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001850711-JUNE25,,0,2331100,2330185_JUNE25,61920430-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001840746-JUNE25,,0,2330300,2330184_JUNE25,61920431-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001851103-JUNE25,,0,2331200,2330185_JUNE25,61920432-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001851151-JUNE25,,0,2330900,2330185_JUNE25,61920433-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001840856-JUNE25,,0,2330700,2330184_JUNE25,61920434-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001840920-JUNE25,,0,2330900,2330184_JUNE25,61920435-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001851239-JUNE25,,0,2330400,2330185_JUNE25,61920436-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001841753-JUNE25,,0,2331302,2330184_JUNE25,61920437-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001851529-JUNE25,,0,2330200,2330185_JUNE25,61920438-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001841630-JUNE25,,0,2330100,2330184_JUNE25,61920439-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001851327-JUNE25,,0,2330100,2330185_JUNE25,61920440-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001841428-JUNE25,,0,2330700,2330184_JUNE25,61920441-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001840634-JUNE25,,0,2330700,2330184_JUNE25,61920442-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001850524-JUNE25,,0,2330400,2330185_JUNE25,61920443-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001852151-JUNE25,,0,2331200,2330185_JUNE25,61920444-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001851951-JUNE25,,0,2339111,2330185_JUNE25,61920445-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001841912-JUNE25,,0,2331200,2330184_JUNE25,61920446-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233002000655-JUNE25,,1,2331000,2330200_JUNE25,61920447-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001850647-JUNE25,,0,2330800,2330185_JUNE25,61920448-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233002001826-JUNE25,,1,2330600,2330200_JUNE25,61920449-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001960330-JUNE25,,1,2330100,2330196_JUNE25,61920450-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001970559-JUNE25,,1,2330900,2330197_JUNE25,61920451-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233002000754-JUNE25,,1,2330700,2330200_JUNE25,61920452-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001971325-JUNE25,,1,2330900,2330197_JUNE25,61920453-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233002000841-JUNE25,,1,2330200,2330200_JUNE25,61920454-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001971126-JUNE25,,1,2330200,2330197_JUNE25,61920455-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233002001039-JUNE25,,1,2330900,2330200_JUNE25,61920456-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001970931-JUNE25,,1,2330100,2330197_JUNE25,61920457-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233002001237-JUNE25,,1,2330600,2330200_JUNE25,61920458-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233002001438-JUNE25,,1,2330300,2330200_JUNE25,61920459-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233002001638-JUNE25,,1,2331302,2330200_JUNE25,61920460-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233002001526-JUNE25,,1,2331200,2330200_JUNE25,61920461-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233002001614-JUNE25,,1,2330900,2330200_JUNE25,61920462-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001971706-JUNE25,,1,2330300,2330197_JUNE25,61920463-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001971732-JUNE25,,1,2330500,2330197_JUNE25,61920464-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233002012054-JUNE25,,1,2330600,2330201_JUNE25,61920466-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-2_Saturday,60233001981945-JUNE25,,1,2339211,2330198_JUNE25,61920468-JUNE25-D15CAR-2_Saturday
233-13188,JUNE25-D15CAR-3_Sunday,70233001960330-JUNE25,,1,2330100,2330196_JUNE25,61920505-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001970931-JUNE25,,1,2330100,2330197_JUNE25,61920506-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001851327-JUNE25,,0,2330100,2330185_JUNE25,61920507-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001841630-JUNE25,,0,2330100,2330184_JUNE25,61920508-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233002000841-JUNE25,,1,2330200,2330200_JUNE25,61920509-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001971126-JUNE25,,1,2330200,2330197_JUNE25,61920510-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001851529-JUNE25,,0,2330200,2330185_JUNE25,61920511-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001850524-JUNE25,,0,2330400,2330185_JUNE25,61920512-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001851239-JUNE25,,0,2330400,2330185_JUNE25,61920513-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001851811-JUNE25,,0,2330400,2330185_JUNE25,61920514-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001930420-JUNE25,,0,2330200,2330193_JUNE25,61920515-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001930510-JUNE25,,0,2330100,2330193_JUNE25,61920516-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001980424-JUNE25,,1,2330400,2330198_JUNE25,61920517-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001840723-JUNE25,,0,2330200,2330184_JUNE25,61920518-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001841251-JUNE25,,0,2330200,2330184_JUNE25,61920519-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001970624-JUNE25,,1,2330400,2330197_JUNE25,61920520-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001841541-JUNE25,,0,2330400,2330184_JUNE25,61920521-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233002001756-JUNE25,,1,2330100,2330200_JUNE25,61920522-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001850952-JUNE25,,0,2330200,2330185_JUNE25,61920523-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001970710-JUNE25,,1,2330100,2330197_JUNE25,61920524-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001971504-JUNE25,,1,2330100,2330197_JUNE25,61920525-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233002001413-JUNE25,,1,2330200,2330200_JUNE25,61920526-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001991957-JUNE25,,1,2339311,2330199_JUNE25,61920527-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001970612-JUNE25,,1,2330200,2330197_JUNE25,61920528-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001971415-JUNE25,,1,2330400,2330197_JUNE25,61920529-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001841004-JUNE25,,0,2330400,2330184_JUNE25,61920530-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233002012430-JUNE25,,1,2339311,2330201_JUNE25,61920531-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001922639-JUNE25,,0,2339311,2330192_JUNE25,61920532-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001890456-JUNE25,,0,2330300,2330189_JUNE25,61920533-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233002000645-JUNE25,,1,2330300,2330200_JUNE25,61920534-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001840746-JUNE25,,0,2330300,2330184_JUNE25,61920535-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001841315-JUNE25,,0,2330300,2330184_JUNE25,61920536-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233002000904-JUNE25,,1,2330300,2330200_JUNE25,61920537-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001851553-JUNE25,,0,2330300,2330185_JUNE25,61920538-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001850821-JUNE25,,0,2330100,2330185_JUNE25,61920539-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001850735-JUNE25,,0,2330400,2330185_JUNE25,61920540-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233002001702-JUNE25,,1,2330400,2330200_JUNE25,61920541-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001892234-JUNE25,,0,2339311,2330189_JUNE25,61920542-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001970844-JUNE25,,1,2330400,2330197_JUNE25,61920543-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001841051-JUNE25,,0,2330100,2330184_JUNE25,61920544-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233002001125-JUNE25,,1,2330400,2330200_JUNE25,61920545-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233002001213-JUNE25,,1,2330100,2330200_JUNE25,61920546-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001851016-JUNE25,,0,2330300,2330185_JUNE25,61920547-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001971150-JUNE25,,1,2330300,2330197_JUNE25,61920548-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233002000707-JUNE25,,1,2330500,2330200_JUNE25,61920549-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001980453-JUNE25,,1,2330500,2330198_JUNE25,61920550-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233002000927-JUNE25,,1,2330500,2330200_JUNE25,61920551-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001840607-JUNE25,,0,2330500,2330184_JUNE25,61920552-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001840809-JUNE25,,0,2330500,2330184_JUNE25,61920553-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001851040-JUNE25,,0,2330500,2330185_JUNE25,61920554-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001851618-JUNE25,,0,2330500,2330185_JUNE25,61920555-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001971214-JUNE25,,1,2330500,2330197_JUNE25,61920556-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001841339-JUNE25,,0,2330500,2330184_JUNE25,61920557-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233002001502-JUNE25,,1,2330500,2330200_JUNE25,61920558-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001851852-JUNE25,,0,2330500,2330185_JUNE25,61920559-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233002001237-JUNE25,,1,2330600,2330200_JUNE25,61920560-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001980515-JUNE25,,1,2330600,2330198_JUNE25,61920561-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001970954-JUNE25,,1,2330600,2330197_JUNE25,61920562-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001841115-JUNE25,,0,2330600,2330184_JUNE25,61920563-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001850621-JUNE25,,0,2330600,2330185_JUNE25,61920564-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233002001438-JUNE25,,1,2330300,2330200_JUNE25,61920565-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001971706-JUNE25,,1,2330300,2330197_JUNE25,61920566-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001971732-JUNE25,,1,2330500,2330197_JUNE25,61920567-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001970734-JUNE25,,1,2330600,2330197_JUNE25,61920568-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001850845-JUNE25,,0,2330600,2330185_JUNE25,61920569-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001851351-JUNE25,,0,2330600,2330185_JUNE25,61920570-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001971528-JUNE25,,1,2330600,2330197_JUNE25,61920571-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233002012054-JUNE25,,1,2330600,2330201_JUNE25,61920572-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001841654-JUNE25,,0,2330600,2330184_JUNE25,61920573-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001980535-JUNE25,,1,2330700,2330198_JUNE25,61920574-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233002001826-JUNE25,,1,2330600,2330200_JUNE25,61920575-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233002000754-JUNE25,,1,2330700,2330200_JUNE25,61920576-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001841931-JUNE25,,0,2330600,2330184_JUNE25,61920577-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001922304-JUNE25,,0,2330600,2330192_JUNE25,61920578-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001840634-JUNE25,,0,2330700,2330184_JUNE25,61920579-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001971301-JUNE25,,1,2330700,2330197_JUNE25,61920580-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001840856-JUNE25,,0,2330700,2330184_JUNE25,61920581-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233002001015-JUNE25,,1,2330700,2330200_JUNE25,61920582-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001850908-JUNE25,,0,2330800,2330185_JUNE25,61920583-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001851127-JUNE25,,0,2330700,2330185_JUNE25,61920584-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001841428-JUNE25,,0,2330700,2330184_JUNE25,61920585-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001970757-JUNE25,,1,2330800,2330197_JUNE25,61920586-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233002001550-JUNE25,,1,2330700,2330200_JUNE25,61920587-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001841139-JUNE25,,0,2330800,2330184_JUNE25,61920588-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001980552-JUNE25,,1,2330800,2330198_JUNE25,61920589-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001850647-JUNE25,,0,2330800,2330185_JUNE25,61920590-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001971018-JUNE25,,1,2330800,2330197_JUNE25,61920591-JUNE25-D15CAR-3_Sunday
233-13188,JUNE25-D15CAR-3_Sunday,70233001851708-JUNE25,,0,2330800,2330185_JUNE25,61920592-JUNE25-D15CAR-3_Sunday
