route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,trip_id_event
237-13188,JUNE25-D08CAR-1_Weekday,10237000330609-JUNE25,,0,2370400,2370033_JUNE25,61881450-JUNE25-D08CAR-1_Weekday
237-13188,JUNE25-D08CAR-1_Weekday,10237000330700-JUNE25,,0,2370100,2370033_JUNE25,61881451-JUNE25-D08CAR-1_Weekday
237-13188,JUNE25-D08CAR-1_Weekday,10237000330802-JUNE25,,0,2370300,2370033_JUNE25,61881452-JUNE25-D08CAR-1_Weekday
237-13188,JUNE25-D08CAR-1_Weekday,10237000330904-JUNE25,,0,2370200,2370033_JUNE25,61881453-JUNE25-D08CAR-1_Weekday
237-13188,JUNE25-D08CAR-1_Weekday,10237000331004-JUNE25,,0,2370400,2370033_JUNE25,61881454-JUNE25-D08CAR-1_Weekday
237-13188,JUNE25-D08CAR-1_Weekday,10237000331103-JUNE25,,0,2370100,2370033_JUNE25,61881455-JUNE25-D08CAR-1_Weekday
237-13188,JUNE25-D08CAR-1_Weekday,10237000331202-JUNE25,,0,2370300,2370033_JUNE25,61881456-JUNE25-D08CAR-1_Weekday
237-13188,JUNE25-D08CAR-1_Weekday,10237000331302-JUNE25,,0,2370200,2370033_JUNE25,61881457-JUNE25-D08CAR-1_Weekday
237-13188,JUNE25-D08CAR-1_Weekday,10237000331400-JUNE25,,0,2370400,2370033_JUNE25,61881458-JUNE25-D08CAR-1_Weekday
237-13188,JUNE25-D08CAR-1_Weekday,10237000331459-JUNE25,,0,2370702,2370033_JUNE25,61881459-JUNE25-D08CAR-1_Weekday
237-13188,JUNE25-D08CAR-1_Weekday,10237000331559-JUNE25,,0,2370300,2370033_JUNE25,61881460-JUNE25-D08CAR-1_Weekday
237-13188,JUNE25-D08CAR-1_Weekday,10237000331700-JUNE25,,0,2370200,2370033_JUNE25,61881461-JUNE25-D08CAR-1_Weekday
237-13188,JUNE25-D08CAR-1_Weekday,10237000331808-JUNE25,,0,2370400,2370033_JUNE25,61881462-JUNE25-D08CAR-1_Weekday
237-13188,JUNE25-D08CAR-1_Weekday,10237000332118-JUNE25,,0,2370200,2370033_JUNE25,61881463-JUNE25-D08CAR-1_Weekday
237-13188,JUNE25-D08CAR-1_Weekday,10237000331911-JUNE25,,0,2370702,2370033_JUNE25,61881464-JUNE25-D08CAR-1_Weekday
237-13188,JUNE25-D08CAR-1_Weekday,10237000332014-JUNE25,,0,2370300,2370033_JUNE25,61881465-JUNE25-D08CAR-1_Weekday
237-13188,JUNE25-D08CAR-1_Weekday,10237000310609-JUNE25,,1,2370300,2370031_JUNE25,61881466-JUNE25-D08CAR-1_Weekday
237-13188,JUNE25-D08CAR-1_Weekday,10237000312012-JUNE25,,1,2370400,2370031_JUNE25,61881467-JUNE25-D08CAR-1_Weekday
237-13188,JUNE25-D08CAR-1_Weekday,10237000312114-JUNE25,,1,2370702,2370031_JUNE25,61881468-JUNE25-D08CAR-1_Weekday
237-13188,JUNE25-D08CAR-1_Weekday,10237000310704-JUNE25,,1,2370200,2370031_JUNE25,61881469-JUNE25-D08CAR-1_Weekday
237-13188,JUNE25-D08CAR-1_Weekday,10237000310804-JUNE25,,1,2370400,2370031_JUNE25,61881470-JUNE25-D08CAR-1_Weekday
237-13188,JUNE25-D08CAR-1_Weekday,10237000310907-JUNE25,,1,2370100,2370031_JUNE25,61881471-JUNE25-D08CAR-1_Weekday
237-13188,JUNE25-D08CAR-1_Weekday,10237000311007-JUNE25,,1,2370300,2370031_JUNE25,61881472-JUNE25-D08CAR-1_Weekday
237-13188,JUNE25-D08CAR-1_Weekday,10237000311106-JUNE25,,1,2370200,2370031_JUNE25,61881473-JUNE25-D08CAR-1_Weekday
237-13188,JUNE25-D08CAR-1_Weekday,10237000311206-JUNE25,,1,2370400,2370031_JUNE25,61881474-JUNE25-D08CAR-1_Weekday
237-13188,JUNE25-D08CAR-1_Weekday,10237000311304-JUNE25,,1,2370100,2370031_JUNE25,61881475-JUNE25-D08CAR-1_Weekday
237-13188,JUNE25-D08CAR-1_Weekday,10237000311404-JUNE25,,1,2370300,2370031_JUNE25,61881476-JUNE25-D08CAR-1_Weekday
237-13188,JUNE25-D08CAR-1_Weekday,10237000311501-JUNE25,,1,2370200,2370031_JUNE25,61881477-JUNE25-D08CAR-1_Weekday
237-13188,JUNE25-D08CAR-1_Weekday,10237000311602-JUNE25,,1,2370400,2370031_JUNE25,61881478-JUNE25-D08CAR-1_Weekday
237-13188,JUNE25-D08CAR-1_Weekday,10237000311703-JUNE25,,1,2370702,2370031_JUNE25,61881479-JUNE25-D08CAR-1_Weekday
237-13188,JUNE25-D08CAR-1_Weekday,10237000332218-JUNE25,,0,2370400,2370033_JUNE25,61881480-JUNE25-D08CAR-1_Weekday
237-13188,JUNE25-D08CAR-1_Weekday,10237000311807-JUNE25,,1,2370300,2370031_JUNE25,61881481-JUNE25-D08CAR-1_Weekday
237-13188,JUNE25-D08CAR-1_Weekday,10237000312215-JUNE25,,1,2370300,2370031_JUNE25,61881482-JUNE25-D08CAR-1_Weekday
237-13188,JUNE25-D08CAR-1_Weekday,10237000311911-JUNE25,,1,2370200,2370031_JUNE25,61881483-JUNE25-D08CAR-1_Weekday
237-13188,JUNE25-D08CAR-1_Weekday,10237000330514-JUNE25,,0,2370200,2370033_JUNE25,61881484-JUNE25-D08CAR-1_Weekday
237-13188,JUNE25-D08CAR-1_Weekday-KENNHS1,10237000341536-JUNE25,,0,2370902,2370034_JUNE25,61881485-JUNE25-D08CAR-1_Weekday-KENNHS1
237-13188,JUNE25-D08CAR-1_Weekday,10237000310511-JUNE25,,1,2370100,2370031_JUNE25,61881486-JUNE25-D08CAR-1_Weekday
237-13188,JUNE25-D08CAR-1_Weekday-KENNHA0,10237000341312-JUNE25,,0,2370502,2370034_JUNE25,61881487-JUNE25-D08CAR-1_Weekday-KENNHA0
237-13188,JUNE25-D08CAR-1_Weekday-KENNHB0,10237000341433-JUNE25,,0,2370602,2370034_JUNE25,61881488-JUNE25-D08CAR-1_Weekday-KENNHB0
237-13188,JUNE25-D08CAR-1_Weekday-GRANHS1,10237000321535-JUNE25,,1,2370802,2370032_JUNE25,61881489-JUNE25-D08CAR-1_Weekday-GRANHS1
237-13188,JUNE25-D08CAR-3_Sunday,70237000310511-JUNE25,,1,1670100,2370031_JUNE25,61881506-JUNE25-D08CAR-3_Sunday
237-13188,JUNE25-D08CAR-3_Sunday,70237000330713-JUNE25,,0,2370400,2370033_JUNE25,61881507-JUNE25-D08CAR-3_Sunday
237-13188,JUNE25-D08CAR-3_Sunday,70237000310907-JUNE25,,1,2370400,2370031_JUNE25,61881508-JUNE25-D08CAR-3_Sunday
237-13188,JUNE25-D08CAR-3_Sunday,70237000331103-JUNE25,,0,2370400,2370033_JUNE25,61881509-JUNE25-D08CAR-3_Sunday
237-13188,JUNE25-D08CAR-3_Sunday,70237000311304-JUNE25,,1,2370400,2370031_JUNE25,61881510-JUNE25-D08CAR-3_Sunday
237-13188,JUNE25-D08CAR-3_Sunday,70237000331501-JUNE25,,0,2370400,2370033_JUNE25,61881511-JUNE25-D08CAR-3_Sunday
237-13188,JUNE25-D08CAR-3_Sunday,70237000311706-JUNE25,,1,2370400,2370031_JUNE25,61881512-JUNE25-D08CAR-3_Sunday
237-13188,JUNE25-D08CAR-3_Sunday,70237000331910-JUNE25,,0,2370400,2370033_JUNE25,61881513-JUNE25-D08CAR-3_Sunday
237-13188,JUNE25-D08CAR-3_Sunday,70237000312114-JUNE25,,1,2370400,2370031_JUNE25,61881514-JUNE25-D08CAR-3_Sunday
237-13188,JUNE25-D08CAR-3_Sunday,70237000330514-JUNE25,,0,2370100,2370033_JUNE25,61881515-JUNE25-D08CAR-3_Sunday
237-13188,JUNE25-D08CAR-3_Sunday,70237000310707-JUNE25,,1,2370100,2370031_JUNE25,61881516-JUNE25-D08CAR-3_Sunday
237-13188,JUNE25-D08CAR-3_Sunday,70237000330910-JUNE25,,0,2370100,2370033_JUNE25,61881517-JUNE25-D08CAR-3_Sunday
237-13188,JUNE25-D08CAR-3_Sunday,70237000311105-JUNE25,,1,2370100,2370031_JUNE25,61881518-JUNE25-D08CAR-3_Sunday
237-13188,JUNE25-D08CAR-3_Sunday,70237000331300-JUNE25,,0,2370100,2370033_JUNE25,61881519-JUNE25-D08CAR-3_Sunday
237-13188,JUNE25-D08CAR-3_Sunday,70237000311504-JUNE25,,1,2370100,2370031_JUNE25,61881520-JUNE25-D08CAR-3_Sunday
237-13188,JUNE25-D08CAR-3_Sunday,70237000331705-JUNE25,,0,2370100,2370033_JUNE25,61881521-JUNE25-D08CAR-3_Sunday
237-13188,JUNE25-D08CAR-3_Sunday,70237000311909-JUNE25,,1,2370100,2370031_JUNE25,61881522-JUNE25-D08CAR-3_Sunday
237-13188,JUNE25-D08CAR-3_Sunday,70237000332118-JUNE25,,0,2370100,2370033_JUNE25,61881523-JUNE25-D08CAR-3_Sunday
237-13188,JUNE25-D08CAR-3_Sunday,70237000310608-JUNE25,,1,2370200,2370031_JUNE25,61881524-JUNE25-D08CAR-3_Sunday
237-13188,JUNE25-D08CAR-3_Sunday,70237000330813-JUNE25,,0,2370200,2370033_JUNE25,61881525-JUNE25-D08CAR-3_Sunday
237-13188,JUNE25-D08CAR-3_Sunday,70237000311005-JUNE25,,1,2370200,2370031_JUNE25,61881526-JUNE25-D08CAR-3_Sunday
237-13188,JUNE25-D08CAR-3_Sunday,70237000331200-JUNE25,,0,2370200,2370033_JUNE25,61881527-JUNE25-D08CAR-3_Sunday
237-13188,JUNE25-D08CAR-3_Sunday,70237000311404-JUNE25,,1,2370200,2370031_JUNE25,61881528-JUNE25-D08CAR-3_Sunday
237-13188,JUNE25-D08CAR-3_Sunday,70237000331601-JUNE25,,0,2370200,2370033_JUNE25,61881529-JUNE25-D08CAR-3_Sunday
237-13188,JUNE25-D08CAR-3_Sunday,70237000311807-JUNE25,,1,2370200,2370031_JUNE25,61881530-JUNE25-D08CAR-3_Sunday
237-13188,JUNE25-D08CAR-3_Sunday,70237000332014-JUNE25,,0,2370200,2370033_JUNE25,61881531-JUNE25-D08CAR-3_Sunday
237-13188,JUNE25-D08CAR-3_Sunday,70237000312215-JUNE25,,1,2370200,2370031_JUNE25,61881532-JUNE25-D08CAR-3_Sunday
237-13188,JUNE25-D08CAR-3_Sunday,70237000330613-JUNE25,,0,2370300,2370033_JUNE25,61881533-JUNE25-D08CAR-3_Sunday
237-13188,JUNE25-D08CAR-3_Sunday,70237000310807-JUNE25,,1,2370300,2370031_JUNE25,61881534-JUNE25-D08CAR-3_Sunday
237-13188,JUNE25-D08CAR-3_Sunday,70237000311605-JUNE25,,1,2370300,2370031_JUNE25,61881535-JUNE25-D08CAR-3_Sunday
237-13188,JUNE25-D08CAR-3_Sunday,70237000331006-JUNE25,,0,2370300,2370033_JUNE25,61881536-JUNE25-D08CAR-3_Sunday
237-13188,JUNE25-D08CAR-3_Sunday,70237000311204-JUNE25,,1,2370300,2370031_JUNE25,61881537-JUNE25-D08CAR-3_Sunday
237-13188,JUNE25-D08CAR-3_Sunday,70237000332218-JUNE25,,0,2370300,2370033_JUNE25,61881538-JUNE25-D08CAR-3_Sunday
237-13188,JUNE25-D08CAR-3_Sunday,70237000331400-JUNE25,,0,2370300,2370033_JUNE25,61881539-JUNE25-D08CAR-3_Sunday
237-13188,JUNE25-D08CAR-3_Sunday,70237000331806-JUNE25,,0,2370300,2370033_JUNE25,61881540-JUNE25-D08CAR-3_Sunday
237-13188,JUNE25-D08CAR-3_Sunday,70237000312011-JUNE25,,1,2370300,2370031_JUNE25,61881541-JUNE25-D08CAR-3_Sunday
237-13188,JUNE25-D08CAR-2_Saturday,60237000310511-JUNE25,,1,1670100,2370031_JUNE25,61881550-JUNE25-D08CAR-2_Saturday
237-13188,JUNE25-D08CAR-2_Saturday,60237000330713-JUNE25,,0,2370400,2370033_JUNE25,61881551-JUNE25-D08CAR-2_Saturday
237-13188,JUNE25-D08CAR-2_Saturday,60237000310907-JUNE25,,1,2370400,2370031_JUNE25,61881552-JUNE25-D08CAR-2_Saturday
237-13188,JUNE25-D08CAR-2_Saturday,60237000331103-JUNE25,,0,2370400,2370033_JUNE25,61881553-JUNE25-D08CAR-2_Saturday
237-13188,JUNE25-D08CAR-2_Saturday,60237000311304-JUNE25,,1,2370400,2370031_JUNE25,61881554-JUNE25-D08CAR-2_Saturday
237-13188,JUNE25-D08CAR-2_Saturday,60237000331501-JUNE25,,0,2370400,2370033_JUNE25,61881555-JUNE25-D08CAR-2_Saturday
237-13188,JUNE25-D08CAR-2_Saturday,60237000311706-JUNE25,,1,2370400,2370031_JUNE25,61881556-JUNE25-D08CAR-2_Saturday
237-13188,JUNE25-D08CAR-2_Saturday,60237000331910-JUNE25,,0,2370400,2370033_JUNE25,61881557-JUNE25-D08CAR-2_Saturday
237-13188,JUNE25-D08CAR-2_Saturday,60237000312114-JUNE25,,1,2370400,2370031_JUNE25,61881558-JUNE25-D08CAR-2_Saturday
237-13188,JUNE25-D08CAR-2_Saturday,60237000330514-JUNE25,,0,2370100,2370033_JUNE25,61881559-JUNE25-D08CAR-2_Saturday
237-13188,JUNE25-D08CAR-2_Saturday,60237000310707-JUNE25,,1,2370100,2370031_JUNE25,61881560-JUNE25-D08CAR-2_Saturday
237-13188,JUNE25-D08CAR-2_Saturday,60237000330910-JUNE25,,0,2370100,2370033_JUNE25,61881561-JUNE25-D08CAR-2_Saturday
237-13188,JUNE25-D08CAR-2_Saturday,60237000311105-JUNE25,,1,2370100,2370031_JUNE25,61881562-JUNE25-D08CAR-2_Saturday
237-13188,JUNE25-D08CAR-2_Saturday,60237000331300-JUNE25,,0,2370100,2370033_JUNE25,61881563-JUNE25-D08CAR-2_Saturday
237-13188,JUNE25-D08CAR-2_Saturday,60237000311504-JUNE25,,1,2370100,2370031_JUNE25,61881564-JUNE25-D08CAR-2_Saturday
237-13188,JUNE25-D08CAR-2_Saturday,60237000331705-JUNE25,,0,2370100,2370033_JUNE25,61881565-JUNE25-D08CAR-2_Saturday
237-13188,JUNE25-D08CAR-2_Saturday,60237000311909-JUNE25,,1,2370100,2370031_JUNE25,61881566-JUNE25-D08CAR-2_Saturday
237-13188,JUNE25-D08CAR-2_Saturday,60237000332118-JUNE25,,0,2370100,2370033_JUNE25,61881567-JUNE25-D08CAR-2_Saturday
237-13188,JUNE25-D08CAR-2_Saturday,60237000310608-JUNE25,,1,2370200,2370031_JUNE25,61881568-JUNE25-D08CAR-2_Saturday
237-13188,JUNE25-D08CAR-2_Saturday,60237000330813-JUNE25,,0,2370200,2370033_JUNE25,61881569-JUNE25-D08CAR-2_Saturday
237-13188,JUNE25-D08CAR-2_Saturday,60237000311005-JUNE25,,1,2370200,2370031_JUNE25,61881570-JUNE25-D08CAR-2_Saturday
237-13188,JUNE25-D08CAR-2_Saturday,60237000331200-JUNE25,,0,2370200,2370033_JUNE25,61881571-JUNE25-D08CAR-2_Saturday
237-13188,JUNE25-D08CAR-2_Saturday,60237000311404-JUNE25,,1,2370200,2370031_JUNE25,61881572-JUNE25-D08CAR-2_Saturday
237-13188,JUNE25-D08CAR-2_Saturday,60237000331601-JUNE25,,0,2370200,2370033_JUNE25,61881573-JUNE25-D08CAR-2_Saturday
237-13188,JUNE25-D08CAR-2_Saturday,60237000311807-JUNE25,,1,2370200,2370031_JUNE25,61881574-JUNE25-D08CAR-2_Saturday
237-13188,JUNE25-D08CAR-2_Saturday,60237000332014-JUNE25,,0,2370200,2370033_JUNE25,61881575-JUNE25-D08CAR-2_Saturday
237-13188,JUNE25-D08CAR-2_Saturday,60237000312215-JUNE25,,1,2370200,2370031_JUNE25,61881576-JUNE25-D08CAR-2_Saturday
237-13188,JUNE25-D08CAR-2_Saturday,60237000330613-JUNE25,,0,2370300,2370033_JUNE25,61881577-JUNE25-D08CAR-2_Saturday
237-13188,JUNE25-D08CAR-2_Saturday,60237000310807-JUNE25,,1,2370300,2370031_JUNE25,61881578-JUNE25-D08CAR-2_Saturday
237-13188,JUNE25-D08CAR-2_Saturday,60237000331006-JUNE25,,0,2370300,2370033_JUNE25,61881579-JUNE25-D08CAR-2_Saturday
237-13188,JUNE25-D08CAR-2_Saturday,60237000311204-JUNE25,,1,2370300,2370031_JUNE25,61881580-JUNE25-D08CAR-2_Saturday
237-13188,JUNE25-D08CAR-2_Saturday,60237000331400-JUNE25,,0,2370300,2370033_JUNE25,61881581-JUNE25-D08CAR-2_Saturday
237-13188,JUNE25-D08CAR-2_Saturday,60237000311605-JUNE25,,1,2370300,2370031_JUNE25,61881582-JUNE25-D08CAR-2_Saturday
237-13188,JUNE25-D08CAR-2_Saturday,60237000331806-JUNE25,,0,2370300,2370033_JUNE25,61881583-JUNE25-D08CAR-2_Saturday
237-13188,JUNE25-D08CAR-2_Saturday,60237000312011-JUNE25,,1,2370300,2370031_JUNE25,61881584-JUNE25-D08CAR-2_Saturday
237-13188,JUNE25-D08CAR-2_Saturday,60237000332218-JUNE25,,0,2370300,2370033_JUNE25,61881585-JUNE25-D08CAR-2_Saturday
501-13188,JUNE25-D15CAR-3_Sunday,70501000152120-JUNE25,,0,5010102,5010015_JUNE25,61883058-JUNE25-D15CAR-3_Sunday
501-13188,JUNE25-D15CAR-3_Sunday,70501000162039-JUNE25,,1,0900200,5010016_JUNE25,61883060-JUNE25-D15CAR-3_Sunday
501-13188,JUNE25-D15CAR-3_Sunday,70501000151958-JUNE25,,0,1550200,5010015_JUNE25,61883061-JUNE25-D15CAR-3_Sunday
501-13188,JUNE25-D15CAR-3_Sunday,70501000151917-JUNE25,,0,0900200,5010015_JUNE25,61883063-JUNE25-D15CAR-3_Sunday
501-13188,JUNE25-D15CAR-3_Sunday,70501000151835-JUNE25,,0,5010102,5010015_JUNE25,61883064-JUNE25-D15CAR-3_Sunday
501-13188,JUNE25-D15CAR-3_Sunday,70501000151713-JUNE25,,0,0901000,5010015_JUNE25,61883065-JUNE25-D15CAR-3_Sunday
501-13188,JUNE25-D15CAR-3_Sunday,70501000161959-JUNE25,,1,5010102,5010016_JUNE25,61883066-JUNE25-D15CAR-3_Sunday
501-13188,JUNE25-D15CAR-3_Sunday,70501000161755-JUNE25,,1,0945500,5010016_JUNE25,61883067-JUNE25-D15CAR-3_Sunday
501-13188,JUNE25-D15CAR-3_Sunday,70501000161837-JUNE25,,1,0901000,5010016_JUNE25,61883068-JUNE25-D15CAR-3_Sunday
501-13188,JUNE25-D15CAR-3_Sunday,70501000161715-JUNE25,,1,5010102,5010016_JUNE25,61883069-JUNE25-D15CAR-3_Sunday
501-13188,JUNE25-D15CAR-3_Sunday,70501000151755-JUNE25,,0,0945100,5010015_JUNE25,61883070-JUNE25-D15CAR-3_Sunday
501-13188,JUNE25-D15CAR-3_Sunday,70501000152040-JUNE25,,0,0945100,5010015_JUNE25,61883071-JUNE25-D15CAR-3_Sunday
501-13188,JUNE25-D15CAR-3_Sunday,70501000161918-JUNE25,,1,0945100,5010016_JUNE25,61883072-JUNE25-D15CAR-3_Sunday
501-13188,JUNE25-D15CAR-3_Sunday,70501000151632-JUNE25,,0,0945500,5010015_JUNE25,61883073-JUNE25-D15CAR-3_Sunday
501-13188,JUNE25-D15CAR-3_Sunday,70501000161635-JUNE25,,1,0945100,5010016_JUNE25,61883074-JUNE25-D15CAR-3_Sunday
501-13188,JUNE25-D15CAR-3_Sunday,70501000151552-JUNE25,,0,5010102,5010015_JUNE25,61883076-JUNE25-D15CAR-3_Sunday
501-13188,JUNE25-D15CAR-3_Sunday,70501000161555-JUNE25,,1,0900300,5010016_JUNE25,61883077-JUNE25-D15CAR-3_Sunday
501-13188,JUNE25-D15CAR-3_Sunday,70501000151511-JUNE25,,0,0945100,5010015_JUNE25,61883078-JUNE25-D15CAR-3_Sunday
501-13188,JUNE25-D15CAR-3_Sunday,70501000161515-JUNE25,,1,0901100,5010016_JUNE25,61883079-JUNE25-D15CAR-3_Sunday
501-13188,JUNE25-D15CAR-3_Sunday,70501000151431-JUNE25,,0,0900300,5010015_JUNE25,61883080-JUNE25-D15CAR-3_Sunday
501-13188,JUNE25-D15CAR-3_Sunday,70501000161436-JUNE25,,1,5010102,5010016_JUNE25,61883081-JUNE25-D15CAR-3_Sunday
501-13188,JUNE25-D15CAR-3_Sunday,70501000151351-JUNE25,,0,0901100,5010015_JUNE25,61883082-JUNE25-D15CAR-3_Sunday
501-13188,JUNE25-D15CAR-3_Sunday,70501000161356-JUNE25,,1,0945100,5010016_JUNE25,61883083-JUNE25-D15CAR-3_Sunday
501-13188,JUNE25-D15CAR-3_Sunday,70501000151312-JUNE25,,0,5010102,5010015_JUNE25,61883084-JUNE25-D15CAR-3_Sunday
501-13188,JUNE25-D15CAR-3_Sunday,70501000161316-JUNE25,,1,0900300,5010016_JUNE25,61883085-JUNE25-D15CAR-3_Sunday
501-13188,JUNE25-D15CAR-3_Sunday,70501000161236-JUNE25,,1,0900400,5010016_JUNE25,61883086-JUNE25-D15CAR-3_Sunday
501-13188,JUNE25-D15CAR-3_Sunday,70501000151233-JUNE25,,0,0945100,5010015_JUNE25,61883087-JUNE25-D15CAR-3_Sunday
501-13188,JUNE25-D15CAR-3_Sunday,70501000151154-JUNE25,,0,0900300,5010015_JUNE25,61883088-JUNE25-D15CAR-3_Sunday
501-13188,JUNE25-D15CAR-3_Sunday,70501000161156-JUNE25,,1,5010102,5010016_JUNE25,61883089-JUNE25-D15CAR-3_Sunday
501-13188,JUNE25-D15CAR-3_Sunday,70501000151116-JUNE25,,0,0900400,5010015_JUNE25,61883090-JUNE25-D15CAR-3_Sunday
501-13188,JUNE25-D15CAR-3_Sunday,70501000150959-JUNE25,,0,0901000,5010015_JUNE25,61883091-JUNE25-D15CAR-3_Sunday
501-13188,JUNE25-D15CAR-3_Sunday,70501000161117-JUNE25,,1,0901000,5010016_JUNE25,61883092-JUNE25-D15CAR-3_Sunday
501-13188,JUNE25-D15CAR-3_Sunday,70501000151037-JUNE25,,0,5010102,5010015_JUNE25,61883093-JUNE25-D15CAR-3_Sunday
501-13188,JUNE25-D15CAR-3_Sunday,70501000161039-JUNE25,,1,0901200,5010016_JUNE25,61883094-JUNE25-D15CAR-3_Sunday
501-13188,JUNE25-D15CAR-3_Sunday,70501000160959-JUNE25,,1,0900600,5010016_JUNE25,61883095-JUNE25-D15CAR-3_Sunday
501-13188,JUNE25-D15CAR-3_Sunday,70501000150920-JUNE25,,0,0901200,5010015_JUNE25,61883096-JUNE25-D15CAR-3_Sunday
501-13188,JUNE25-D15CAR-3_Sunday,70501000160919-JUNE25,,1,0945600,5010016_JUNE25,61883097-JUNE25-D15CAR-3_Sunday
501-13188,JUNE25-D15CAR-3_Sunday,70501000150840-JUNE25,,0,0900600,5010015_JUNE25,61883098-JUNE25-D15CAR-3_Sunday
501-13188,JUNE25-D15CAR-3_Sunday,70501000150723-JUNE25,,0,0945700,5010015_JUNE25,61883099-JUNE25-D15CAR-3_Sunday
501-13188,JUNE25-D15CAR-3_Sunday,70501000160840-JUNE25,,1,0945700,5010016_JUNE25,61883100-JUNE25-D15CAR-3_Sunday
501-13188,JUNE25-D15CAR-3_Sunday,70501000150801-JUNE25,,0,0945600,5010015_JUNE25,61883101-JUNE25-D15CAR-3_Sunday
501-13188,JUNE25-D15CAR-3_Sunday,70501000160801-JUNE25,,1,0900100,5010016_JUNE25,61883102-JUNE25-D15CAR-3_Sunday
501-13188,JUNE25-D15CAR-3_Sunday,70501000160722-JUNE25,,1,1550200,5010016_JUNE25,61883103-JUNE25-D15CAR-3_Sunday
501-13188,JUNE25-D15CAR-3_Sunday,70501000150644-JUNE25,,0,0900100,5010015_JUNE25,61883104-JUNE25-D15CAR-3_Sunday
501-13188,JUNE25-D15CAR-3_Sunday,70501000150603-JUNE25,,0,1550200,5010015_JUNE25,61883105-JUNE25-D15CAR-3_Sunday
501-13188,JUNE25-D15CAR-3_Sunday,70501000160603-JUNE25,,1,0901000,5010016_JUNE25,61883106-JUNE25-D15CAR-3_Sunday
501-13188,JUNE25-D15CAR-3_Sunday,70501000160642-JUNE25,,1,1525200,5010016_JUNE25,61883107-JUNE25-D15CAR-3_Sunday
501-13188,JUNE25-D15CAR-1_Weekday,10501000160503-JUNE25,,1,5010601,5010016_JUNE25,61883112-JUNE25-D15CAR-1_Weekday
501-13188,JUNE25-D15CAR-1_Weekday,10501000150506-JUNE25,,0,0945400,5010015_JUNE25,61883113-JUNE25-D15CAR-1_Weekday
501-13188,JUNE25-D15CAR-1_Weekday,10501000150536-JUNE25,,0,5010701,5010015_JUNE25,61883114-JUNE25-D15CAR-1_Weekday
501-13188,JUNE25-D15CAR-1_Weekday,10501000160532-JUNE25,,1,0900500,5010016_JUNE25,61883115-JUNE25-D15CAR-1_Weekday
501-13188,JUNE25-D15CAR-1_Weekday,10501000150555-JUNE25,,0,5010601,5010015_JUNE25,61883116-JUNE25-D15CAR-1_Weekday
501-13188,JUNE25-D15CAR-1_Weekday,10501000160555-JUNE25,,1,0945400,5010016_JUNE25,61883117-JUNE25-D15CAR-1_Weekday
501-13188,JUNE25-D15CAR-1_Weekday,10501000150614-JUNE25,,0,5010300,5010015_JUNE25,61883118-JUNE25-D15CAR-1_Weekday
501-13188,JUNE25-D15CAR-1_Weekday,10501000160615-JUNE25,,1,5010400,5010016_JUNE25,61883119-JUNE25-D15CAR-1_Weekday
501-13188,JUNE25-D15CAR-1_Weekday,10501000150653-JUNE25,,0,0946000,5010015_JUNE25,61883120-JUNE25-D15CAR-1_Weekday
501-13188,JUNE25-D15CAR-1_Weekday,10501000160654-JUNE25,,1,5010601,5010016_JUNE25,61883121-JUNE25-D15CAR-1_Weekday
501-13188,JUNE25-D15CAR-1_Weekday,10501000150712-JUNE25,,0,5010400,5010015_JUNE25,61883122-JUNE25-D15CAR-1_Weekday
501-13188,JUNE25-D15CAR-1_Weekday,10501000160714-JUNE25,,1,5010300,5010016_JUNE25,61883123-JUNE25-D15CAR-1_Weekday
501-13188,JUNE25-D15CAR-1_Weekday,10501000150633-JUNE25,,0,0901100,5010015_JUNE25,61883124-JUNE25-D15CAR-1_Weekday
501-13188,JUNE25-D15CAR-1_Weekday,10501000160635-JUNE25,,1,5010701,5010016_JUNE25,61883125-JUNE25-D15CAR-1_Weekday
501-13188,JUNE25-D15CAR-1_Weekday,10501000150730-JUNE25,,0,5010701,5010015_JUNE25,61883126-JUNE25-D15CAR-1_Weekday
501-13188,JUNE25-D15CAR-1_Weekday,10501000160734-JUNE25,,1,0901100,5010016_JUNE25,61883127-JUNE25-D15CAR-1_Weekday
501-13188,JUNE25-D15CAR-1_Weekday,10501000160753-JUNE25,,1,0946000,5010016_JUNE25,61883128-JUNE25-D15CAR-1_Weekday
501-13188,JUNE25-D15CAR-1_Weekday,10501000150749-JUNE25,,0,5010601,5010015_JUNE25,61883129-JUNE25-D15CAR-1_Weekday
501-13188,JUNE25-D15CAR-1_Weekday,10501000160816-JUNE25,,1,5010400,5010016_JUNE25,61883130-JUNE25-D15CAR-1_Weekday
501-13188,JUNE25-D15CAR-1_Weekday,10501000150814-JUNE25,,0,5010300,5010015_JUNE25,61883131-JUNE25-D15CAR-1_Weekday
501-13188,JUNE25-D15CAR-1_Weekday,10501000150843-JUNE25,,0,5010200,5010015_JUNE25,61883132-JUNE25-D15CAR-1_Weekday
501-13188,JUNE25-D15CAR-1_Weekday,10501000160846-JUNE25,,1,5010701,5010016_JUNE25,61883133-JUNE25-D15CAR-1_Weekday
501-13188,JUNE25-D15CAR-1_Weekday,10501000150914-JUNE25,,0,5010400,5010015_JUNE25,61883134-JUNE25-D15CAR-1_Weekday
